,Summary,Custom field (Story Points),Assignee_count,Reporter_count,Creator_count
1614,Find and read documentation for Ceph API,1.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1615,Write abstract API,4.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1616,Research existing API,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1617,Find and read documentation for DDN WOS API,1.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1618,Add ability to reverse the current selection (filter) in a table viewer ,10.0,0.24971623155505107,0.26282051282051283,0.2591575091575092
1619,Create description of features in storage APIs,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1620,Write test programs to exercise Swift API with DDN WOS,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1621,Develop monitoring for identifying Data processed on a Node/in a Slot,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1622,Benchmark Swift command line tool for objects less than 5GB,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1623,Benchmark Swift command line tool for objects greater than 5GB,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1624,Benchmark Swift custom tool for objects less than 5GB,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1625,Benchmark Swift custom tool for objects greater than 5GB,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1626,Analyze results and write report ,3.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1627,Review relevant specification (and their updates) and system engineering documents,12.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1628,Gather pipeline data staging requirements on orchestration from proposed application design,1.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1629,Gather requirements impacting workflow and orchestration from proposed application design,2.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1630,Submit comments to DM science pipeline working group,1.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1631,Generate list of concerns for consideration in batch production service design and submit to steering group,14.0,0.4188422247446084,0.3076923076923077,0.3067765567765568
1632,Run HTCondor ClassAds Scenarios with heterogeneous data cache,4.0,0.17480136208853575,0.09065934065934066,0.09065934065934066
1633,remove SizeMagnitudeStarSelector,0.5,0.0,0.5009157509157509,0.5009157509157509
1634,Add support for deriving from Python exception types to pybind11,4.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
1635,Port meas_extensions_convolved from HSC,5.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1636,Port parent/child measurement from HSC,5.0,0.16572077185017026,0.13278388278388278,0.13278388278388278
1637,Document meas_extensions_ngmix,2.0,0.14982973893303064,1.0,1.0
1638,Provisioning,15.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1639,Product Acceptance,15.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1640,Disaster Recovery Design for Datasets,4.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1641,Documentation,5.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1642,Capability Validation,5.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1643,Security Vetting,5.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1644,Acceptance by Stakeholders,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1645,Capability Design,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1646,Gathering product pricing,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1647,Updating LDM-143,5.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1648,Acceptance into baseline,5.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1649,Study ORDER BY support,4.0,0.4177071509648127,0.9459706959706959,0.5815018315018315
1650,Design,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1651,Map data layout onto design.,2.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1652,Capability Design,15.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1653,Procurement,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1654,Reception and Placement,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1655,Networking Configuration,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1656,Provisioning,25.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1657,Disaster Recovery Implementation,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1658,Documentation,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1659,Capability Validation,20.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1660,Parser ignores syntax after LIMIT,4.0,0.5743473325766175,0.9459706959706959,0.5815018315018315
1661,Security Vetting,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1662,Acceptance by Stakeholders,10.0,0.2122587968217934,0.13003663003663005,0.13003663003663005
1663,Qserv container crashes on Openstack using up to date CentOS/docker setup,10.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1664,Track statistics about user queries and tasks running on chunks,9.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
1665,Move queries to different scheduler if too slow,8.0,0.19182746878547105,0.09432234432234432,0.09432234432234432
1666,Update LSST full-stack processing configuration to match best practice from HSC,10.0,0.29284903518728717,1.0,1.0
1667,"Process HSC ""RC"" dataset through the LSST stack",4.0,0.29284903518728717,1.0,1.0
1668,Compare HSC and LSST processing of RC dataset,8.0,0.29284903518728717,1.0,1.0
1669,Quality check LSST processing of RC dataset,5.0,0.29284903518728717,1.0,1.0
1670,Resolve CModel issues with aperture corrections,4.0,0.3348467650397276,1.0,1.0
1671,Develop resource loaded plan for executing DRP sections of LDM-151,30.0,0.7582292849035187,1.0,1.0
1672,Deliver DRP slide deck for LSST Director's Review,10.0,0.7582292849035187,1.0,1.0
1673,Add meas_extensions_ngmix to lsst_distrib,2.0,0.0,1.0,1.0
1674,Add new boilerplate to introduction of SQR-012,2.0,0.9897843359818388,0.5009157509157509,0.5009157509157509
1675,Use meas.algorithms.astrometrySourceSelector in measOptimisticB,2.0,0.24858115777525538,0.5009157509157509,0.5009157509157509
1676,Deliver sections for  Operations Use Case Report,9.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1677,Deliver sections for Concept of Operations,5.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1678,Investigate effects of turning on the Brighter-Fatter correction for single-frame processing of HSC data,6.0,0.29284903518728717,0.2078754578754579,0.2078754578754579
1679,Wrap base with pybind11,2.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
1680,Wrap utils with pybind11,2.0,0.2054483541430193,0.21428571428571427,0.21428571428571427
1681,add 'placeholder' attribute to the input element,1.0,0.0340522133938706,0.10347985347985347,0.10256410256410256
1682,Write report on SPIE conference,3.0,0.9897843359818388,0.7976190476190477,0.7994505494505495
1683,Learning about Openstack,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1684,Create a python interface to access OpenStack,3.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1685,Data Backbone Conops  iteration 1 prep:  Create a list of service endpoints,2.0,0.15891032917139614,0.07051282051282051,0.07051282051282051
1686,Learning about Spark,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1687,Learning about Docker,3.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1688,Estimate expected counts of unassociated sources ,2.0,0.12485811577752554,0.9459706959706959,0.5815018315018315
1689,Set up and install Spark,2.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1690,Learning about Kubernetes,2.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1691,Deal with emergent related requests  affecting operations planning in June,4.0,0.15891032917139614,0.07051282051282051,0.07051282051282051
1692,Learning about Swift and HDFS,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1693,Learning about Openstack and Jupyter,5.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1694,Installing JS9 in Openstack server,2.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1695,Learning about SocketIO and HTML REST API,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1696,Integrating Jupyter and JS9 for FITS visualization,6.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1697,Write wrapper API for JS9 and Jupyter,5.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1698,Understand the installation and administrative processes,9.0,0.0170261066969353,0.3076923076923077,0.3067765567765568
1699,Fine-tune logging messages,5.0,0.0,0.9459706959706959,0.5815018315018315
1700,Liaison with deployment effort,10.0,0.0170261066969353,0.3076923076923077,0.3067765567765568
1701,Setup multinode test environment for initial learning about installations ,3.0,0.0170261066969353,0.3076923076923077,0.3067765567765568
1702,Update Activator to reflect recent changes in CmdLineTask,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1703,Discussion regarding  'quanta' definition in SuperTask,2.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1704,Finalize documentation and current issues of prototype,4.0,0.15096481271282633,0.09065934065934066,0.09065934065934066
1705,TBD related emergent work in August,5.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1706,Document that the catalog returned from star selectors is a view,0.5,1.0,0.8232600732600732,0.8232600732600732
1707,Mapper tests require modification when new datasets are added,2.0,0.14982973893303064,0.9807692307692307,0.9807692307692307
1708,Participation according to direction from interim project management,5.0,0.00340522133938706,0.3076923076923077,0.3067765567765568
1709,Refine simple 1D DCR correction,6.0,0.40408626560726446,0.4706959706959707,0.4697802197802198
1710,Understand how to render conops documents in Sphinx,1.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1711,Raw draft of System Monitor and Comfort Display,3.0,0.01021566401816118,0.3076923076923077,0.3067765567765568
1712,Add verification feature to L1 conops,7.0,0.0,0.3076923076923077,0.3067765567765568
1713,Add verification test to L1 plan,7.0,0.0,0.3076923076923077,0.3067765567765568
1714,Add verification test to L1 design,7.0,0.0,0.3076923076923077,0.3067765567765568
1715,Add verification feature to Data Backbone conops,10.0,0.0,0.3076923076923077,0.3067765567765568
1716,Add verification feature to L2 conops,7.0,0.0,0.3076923076923077,0.3067765567765568
1717,Add verification feature to Authentication & Authorization conops,10.0,0.0,0.3076923076923077,0.3067765567765568
1718,Liaison with Systems Engineering,6.0,0.0,0.3076923076923077,0.3067765567765568
1719,Appreciate amount of effort needed to run preliminary planning exercise,5.0,0.00340522133938706,0.3076923076923077,0.3067765567765568
1720,Review evaluation criteria with CC-IN2P3,1.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1721,Create evaluation plan from evaluation criteria,4.0,0.2122587968217934,0.3076923076923077,0.3067765567765568
1722,Estimate amount of effort needed to run detailed planning exercise,2.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1723,Design framework for integrating procurement activities with invoices,1.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1724,Design framework for reporting and steering meetings,6.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1725,Processes coordinated with impending hire,2.0,0.1112372304199773,0.3076923076923077,0.3067765567765568
1726,Create pybind11 coding guidelines document template,0.2,0.2054483541430193,0.21428571428571427,0.21428571428571427
1727,Address concerns with source side (T&S),8.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1728,Address concerns with source side (T&S) and ETL side,15.0,0.4108967082860386,0.3076923076923077,0.3067765567765568
1729,Prepare change request,1.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1730,Incorporate into ConOps and any draft design notes,3.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1731,Address additional emergent concerns ,1.0,0.15891032917139614,0.3076923076923077,0.3067765567765568
1732,Rework MemMan to be inline with the qserv worker Scheduler.,4.0,0.03859250851305335,0.0018315018315018315,0.0018315018315018315
1733,forcedPhotCoadd.py fails on CFHT data due to a CModel bug,1.0,0.8286038592508513,0.0,0.0
1734,Update lsst.codes cert on LTD Keeper deployment,0.1,0.9125993189557321,0.6565934065934066,0.6538461538461539
1735,During scons configure : check if mysql isn't runing,1.0,0.4177071509648127,0.3543956043956044,0.3543956043956044
1736,deploy jenkins python env support,1.0,0.5550510783200908,0.4065934065934066,0.4065934065934066
1737,Access to system with LSST stack,2.0,0.4108967082860386,0.27014652014652013,0.27014652014652013
1738,Controlled Test of LMSimpleShape using high SNR objects,6.0,0.14982973893303064,0.054945054945054944,0.054945054945054944
1739,Ensure DipoleFitTask uses correct PSF(s) in case when Decorrelation is turned on,8.0,0.0,0.0695970695970696,0.0695970695970696
1740,Get data stream from socket into a fits file,2.0,0.4108967082860386,0.27014652014652013,0.27014652014652013
1741,Load known image data format into the Butler,2.0,0.4108967082860386,0.27014652014652013,0.27014652014652013
